,name,address,price,speciality,review,services,phone number,website,latitude,longitude
857,Les Prémices,"12bis rue Blaise-de-Montesquiou, Bourron-Marlotte, 77780, France", 60 - 95 EUR , Cuisine créative ,"À l’orée de la forêt de Fontainebleau, une salle moderne et sa terrasse fleurie ont pris leurs aises dans les écuries du château de Bourron (fin 16e-début 17e s.). L’occasion pour le chef de composer une cuisine légère et inventive qui fait la part belle aux herbes aromatiques et aux condiments ; belle carte de vins.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.3375229,2.6983833
858,La Ferme du Chozal,"361 route des Combes, Hauteluce, 73620, France", 35 - 95 EUR , Cuisine moderne ,"Ce restaurant cultive un style montagnard typique ; la cuisine n'en n'est pas moins actuelle et appétissante, réalisée avec de beaux produits du terroir, et de jolies associations terre-mer : en témoigne ce croustillant d'omble, crozets, saucisse fumée et glace au reblochon... Sans oublier une remarquable carte de vins alpins.","['Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,45.7553300,6.5801600
859,Ô Saveurs,"38 rue Georges-Clemenceau, Falaise, 14700, France",,,"Cette adresse entièrement rénovée fait le bonheur des habitués, et pour cause : le jeune chef-patron signe une cuisine délicate et colorée, respectant le produit et utilisant au maximum les herbes de la région... Pour un résultat goûteux et maîtrisé ! Quelques chambres sobres et bien tenues pour l'étape.","['Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit Diners Club ']",,,48.8965721,-0.1962214
860,La Table du Royal,"3 avenue Jean-Monnet, Saint-Jean-Cap-Ferrat, 06230, France", 73 - 130 EUR , Cuisine méditerranéenne ,"Français d'origine italienne, le chef interprète ici une partition aux accents provençaux, matinée parfois d'épices – souvenirs de ses années passées à Bora-Bora. La carte de saison, le service au guéridon, tout est de bon goût. Imaginez-vous assis sur la terrasse, la mer à perte de vue…","['Accès handicapés ', 'Vue ', 'Voiturier ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Brunch ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,43.7022900,7.3291200
861,Le Christine,"1 rue Christine, Paris, 75006, France",,,"C'est dans une ruelle plutôt calme que l'on découvre l'avenante façade de ce restaurant, où convivialité et générosité se donnent d'abord à lire, sur la carte (courte et appétissante), puis à déguster, dans les assiettes, joliment travaillées, avec toujours une option végétarienne. Service dès 18h30, le soir. Merci Christine, et à bientôt.","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,48.8544233,2.3400955
862,Le Champ des Lunes,"Route de Roquefraîche, Lauris, 84360, France", 85 - 145 EUR , Cuisine moderne ,"Cette belle bastide aixoise du 18e s. déborde de charme, offrant parc aux essences centenaires, spa, vignoble, potager mené en permaculture et même un espace d’exposition d’art contemporain installé dans d’anciennes caves de vinification – les propriétaires sont galeristes ! Et si le lieu vaut le coup d'œil, la cuisine mérite aussi bien des éloges : elle magnifie des produits de belle qualité, et constitue un véritable hommage aux richesses du Luberon et de la Provence. Élégante salle à manger aux tonalités chaleureuses et agréable terrasse estivale dominant le parc.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.7626720,5.3017340
863,Le Foch,"37 boulevard Foch, Reims, 51100, France", 35 - 100 EUR , Cuisine moderne ,"Dans cette maison sérieuse, installée au bord des fameuses Promenades (des cours ombragés), le chef Jacky Louazé attire à lui une clientèle fidèle, pour ne pas dire dévouée. Qu'est-ce qui lui vaut un tel succès ? Sans doute cette manière créative qui n'appartient qu'à lui, mais aussi plus généralement cette carte où les produits de qualité sont rois et notamment les poissons et crustacés : homard bleu, céréales aux épices, agrumes ; déclinaison autour de la mer ; bar entier cuit en croûte d’argile de Vallauris ; turbot au beurre demi-sel, pommes de terre de Noirmoutier…","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,49.2582417,4.0270486
864,Le Saint-Eutrope,"4 rue Saint-Eutrope, Clermont-Ferrand, 63000, France", 30 - 40 EUR , Cuisine moderne ,"On adore l'intérieur vintage de ce bistrot, où la cuisine du chef britannique Harry célèbre le marché avec des plats bien sentis (betteraves-anchois-orange, seiches à la vénitienne, canard-aubergines), et l'on accompagne ces créations de vins ""nature"" bien choisis. Réjouissant ! Menu plus simple au déjeuner.","['Restaurant non fumeur ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,45.7813394,3.0824063
865,Nancy Bourguignon,"Lieu-dit de Bourgeac, 1 chemin de l'Ancienne-Voie-Ferrée, Paradou, 13520, France",,,"Qu'il est doux le moment que l'on passe à cette table, où vous serez accueillis avec naturel et sympathie par la famille Bourguignon. Dans ce charmant restaurant, la chef passionnée concocte de subtiles recettes parfumées, mâtinées de jolies touches provençales. La terrasse, voisine de la piscine et entourée de végétation méditerranéenne, invite aux rêveries. Une oasis de quiétude et de charme.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.7243182,4.7954347
866,L'Hommage,"36 avenue de Choisy, Paris, 75013, France", 25 - 54 EUR , Cuisine moderne ,"Dans ce quartier où fleurissent les cantines chinoises, cet établissement se démarque par sa partition bistronomique à la française, mais aussi par sa décoration épurée – très loft nordique. Dans l'assiette c'est un sans-faute : produits de qualité, cuissons et assaisonnements maîtrisés... Excellent rapport qualité-prix.","['Accès handicapés ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8223735,2.3629364
867,Auberge de l'Âtre,"Les Lavaults, Quarré-les-Tombes, 89630, France",,,"Cette auberge de campagne installée dans un joli cadre arboré distille un charme rustique. Pour ne rien gâter, la carte célèbre les bons vins et le terroir (spécialité de champignons), et les desserts sont particulièrement soignés. Chambres très bien tenues, agréables pour un séjour.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,47.3321838,4.0312926
868,Le Bistrot des Jardins,"14 avenue Boyer, Menton, 06500, France", 34 - 65 EUR , Cuisine traditionnelle ,"""Ma ville est un jardin, mon restaurant est un jardin"", revendique le chef, plus de quarante ans aux fourneaux tout de même... Nul doute, cet homme de métier sait cuisiner les produits – et l'esprit – du terroir méditerranéen ! Le repas est d'autant plus convivial en terrasse, aux airs de... jardin en ville.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.7751206,7.4962954
869,Auberge du Cep,"Place de l'Église, Fleurie, 69820, France",,,"Aurélien Merot, c'est l'alliance de la finesse et de la générosité. Il fait chanter le terroir régional de belle manière, avec un travail particulier sur les jus et les sauces. Le rapport qualité-prix se révèle excellent (le menu de midi est une affaire !) et l'on arrose le repas d'une belle sélection de vins de la région.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,46.1922138,4.6970687
870,Horizon,"575 avenue Charles-de-Gaulle, plage des Sablettes, La Seyne-sur-Mer, 83500, France",,,"Un bel écrin, cette salle en rotonde ouverte sur la mer... Horizon porte bien son nom ! Le chef propose une partition moderne et variée, qui fait de jolis clins d'œil à la région. Menu unique en plusieurs déclinaisons.","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.0787806,5.8915933
871,Les Terraillers,"11 Chemin Neuf, Biot, 06410, France",,,"Entre Antibes et Cagnes-sur-Mer, ce village doit sa renommée à ses verreries d’art et sa poterie tirée d’un terroir riche en argile. D'ailleurs, les parents du chef Michaël Fulci ont créé leur restaurant dans un ancien atelier de potier, dont même le four a été transformé en petit salon cosy ! Aux beaux jours, la belle terrasse ombragée d’une treille attire les convives comme le pollen les abeilles... Mickaël Fulci a reçu une véritable formation de cuisinier méditerranéen, passant d’Alain Ducasse au légendaire Roger Vergé. On retrouve ainsi à la carte tous les fruits et légumes des marchés locaux, des fleurs de courgette au citron de Menton en passant par la figue. La truffe est également bien présente, qu’elle soit noire et vauclusienne ou bien blanche et d’Alba. Une cuisine aux accents du sud, raffinée et goûteuse.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.6279589,7.0929560
872,Deux Pièces Cuisine,"7 rue de la Monnaie, Clamecy, 58500, France",,,"Une véritable petite bonbonnière dont l'origine remonte à 1396, où se côtoient bibelots, oursons et même coucou suisse... L'âme cosy des lieux a conquis la clientèle locale. Cuisine actuelle.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ']",,,47.4595195,3.5201482
873,La Maison Rouge,"9 rue des Écoles, Colmar, 68000, France", 20 - 79 EUR ," Cuisine moderne, Cuisine traditionnelle ","Retour en Alsace gagnant pour le jeune chef Jean Kuentz (dit Petit Jean), formé dans de belles adresses parisiennes, et qui a repris cette maison historique du vieux Colmar, à quelques encablures de la Petite Venise et du marché couvert. Dans un cadre alsacien rustique inchangé, il propose une cuisine gourmande fine et soignée, naviguant entre préparations régionales et assiettes plus actuelles.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 3 89 23 53 22, www.restaurant-maisonrouge.com,48.0746769,7.3591334
874,Le Sérac,"22 rue de la Comtesse, Saint-Gervais-les-Bains, 74170, France", 35 - 68 EUR , Cuisine moderne ,"L'entrée, discrète, s'ouvre sur une grande salle lumineuse et épurée. La cuisine du chef revendique une inspiration saisonnière. Le menu partage permet de déguster de belles pièces de viande, ou de poisson. En somme, une partition fraîche et colorée, des dressages soignés, à l'instar de tête de veau et foie gras poêlé ou de la tartelette aux légumes de saison, crus et cuits, avec en dessert un délicieux soufflé chaud aux fruits de la passion. On en profite dans une agréable salle-à-manger moderne avec vue sur la montagne. Service soigné. Une sympathique adresse.","['Vue ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,45.8919526,6.7118640
875,Les Bories,"Route de l'Abbaye-de-Sénanque, Gordes, 84220, France", 70 - 120 EUR , Cuisine moderne ,"(Restaurant fermé temporairement en 2020 en raison de la crise sanitaire) Au cœur du Luberon, cette bastide jouit d’un cadre idyllique, à la fois secret et grand ouvert sur la garrigue avec son parc, ses jardins aromatiques et ses piscines chauffées. Le chef Grégory Mirer revisite avec délicatesse et équilibre le terroir méditerranéen, à l’image de ce blanc de seiche et têtes d’encornets grillés, mousseline de pomme de terre, câpres en tempura, poireaux grillés et herbes sauvages. Au dessert ce soir, une belle démonstration gourmande et technique que cette composition autour de la fraise, garnie de compotée de fraises ou de sorbet, posée sur un délicieux clafoutis à la pistache… Les saveurs provençales prennent ici toute leur dimension.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Ascenseur ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.9221844,5.1933126
876,Wistub Zum Pfifferhüs,"14 Grand'Rue, Ribeauvillé, 68150, France", 26 EUR ," Cuisine alsacienne, Cuisine française classique ","Cette charmante winstub est un modèle du genre (boiseries, vieilles poutres, fresques) ; la convivialité règne, surtout lors du Pfifferdaj (fête des ménétriers). Le chef tient à ce que tout soit fait maison et défend avec amour la cuisine du terroir.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 3 89 73 62 28," Dates de fermetureFermé : mercredi, jeudi",48.1935526,7.3230771
877,Le Vintrépide,"48 rue du Puits-Neuf, Aix-en-Provence, 13100, France", 45 - 65 EUR , Cuisine traditionnelle ,"On tombe de suite sous le charme de ce décor contemporain et cosy (mobilier design, bois blond et murs de couleur vert-bleu) : une agréable petite adresse tenue par deux associés qui ont le souci de bien faire. L'un, en cuisine, prépare de délicieux plats de saison au gré de son inspiration. L'autre, sommelier, a toujours le bon conseil pour le choix des vins. Un duo gagnant.","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.5318254,5.4505362
878,À l'Agneau d'Or,"99 rue Général-Gouraud, Obernai, 67210, France", 30 - 50 EUR , Cuisine alsacienne ,"Presskopf sauce vinaigrette, filet de sandre sur choucroute sauce riesling, tarte maison qui change tous les jours... Voici les douceurs que vous réserve cette maison typiquement alsacienne, tant d'apparence que de philosophie. Le décor est éminemment chaleureux et l'assiette cultive le goût des bonnes recettes régionales.","['Accès handicapés ', 'Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.4620100,7.4788400
879,Le Bistrot de Caro,"129 cours Gabriel-Péri, Lunel, 34400, France", 35 - 45 EUR , Cuisine moderne ,"Dans ce petit bistrot de centre-ville, ambiance décontractée et recettes du marché vont main dans la main. La chef, autodidacte, régale avec les produits de la saison, qu'elle travaille avec attention et générosité. Elle réalise même de la charcuterie, grâce aux leçons reçues de son père boucher-charcutier...","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 4 67 15 14 55," Dates de fermetureFermé : soir : lundi, mardi, mercredi, soir : dimanche",43.6749283,4.1326815
880,La Réserve Rimbaud,"820 avenue de Saint-Maur, Montpellier, 34000, France", 40 - 110 EUR , Cuisine moderne ,"""Montpellier la surdouée"", comme elle s’est elle-même baptisée, a caché ce restaurant sur les bords du Lez. Un peu à l’écart certes, mais bénéficiant d’une superbe terrasse ombragée de platanes au-dessus de la rivière... Ô fraîcheur ! Moderne et raffinée, cette réserve-là, une vieille maison de famille, recèle aussi des trésors de gourmandises, puisées dans le répertoire méconnu du Languedoc-Roussillon. Ancien second d’Alain Dutournier au Carré des Feuillants, Charles Fontès signe des compositions judicieuses, centrées sur le produit. De subtils jeux de textures et de saveurs au service d’une authentique simplicité : rare et délectable ! Dorade, poulpe et rouget de roche, anguille de Camargue et olives lucques en amuse-bouche : c’est toute l’Occitanie qui s’invite.","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.6171176,3.8930311
881,Auberge Sundgovienne,"1 route de Belfort, à Carspach, Altkirch, 68130, France", 18 - 73 EUR , Cuisine moderne ,"Ce restaurant d'hôtel est très sympathique : tout y est avenant, contemporain et cosy, et l'on y apprécie une bonne cuisine d'aujourd'hui, concoctée par un chef soucieux de bien faire. Chambres bien tenues pour l'étape.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.6295888,7.2007645
882,Le Coup de Fourchette,"15 avenue Charles-Dahon, Théoule-sur-Mer, 06590, France", 32 - 50 EUR , Cuisine traditionnelle ,"Dans une rue commerçante à quelques mètres de la plage, le chef décline une carte traditionnelle aux accents méditerranéens, soignée et goûteuse, avec une prédilection particulière pour le poisson : dorade, morue, maquereau... Une adresse sérieuse.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.5068769,6.9410665
883,Girardin - Gastronomique,"19 rue des Têtes, Colmar, 68000, France",,,"La maison des Têtes, demeure Renaissance en pierre, richement décorée de visages grimaçants, est à l'image de Colmar : superbe. Classée, elle abrite un restaurant. Aidé par deux architectes, Éric Girardin et son épouse ont joué à fond la carte du minimalisme, du blanc et de l’épure. Le moyen idéal d’annoncer la cuisine très actuelle du chef qui travaille avec délicatesse les beaux produits de saison. On note quelques clins d’œil discrets au terroir, avec une sauce au riesling par-ci, un maki de choucroute par-là. En conclusion, dans l’assiette, rien que du beau, du bon et des parfums d’une belle finesse : pigeon, ris de veau, chevreuil côté terre, et coquilles Saint-Jacques, cabillaud et langoustines côté mer.","['Accès handicapés ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.0786834,7.3554652
884,Imperial Treasure,"44 rue de Bassano, Paris, 75008, France", 48 - 130 EUR , Cuisine shanghaïenne ,"Situé dans l’élégant hôtel La Clef Ascott, ce restaurant chinois dispose d’un très joli bar au décor moderne, puis de deux agréables salles à manger. C'est donc dans un cadre luxueux et élégant qu'on déguste une cuisine de Shanghai, préparée avec soin et de beaux ingrédients, comme la crevette impériale, carabinero sauté et riz gluant. Dépaysement des papilles assuré.","['Accès handicapés ', 'Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Mastercard ', 'Carte de crédit American Express ']",,,48.8705394,2.2991356
885,Carré des Feuillants,"14 rue de Castiglione, Paris, 75001, France",,,"Il est rare qu’un restaurant marie si parfaitement ambiance et style culinaire. Indéniablement, le Carré des Feuillants réussit cette osmose. Point d’exubérance ou d’élans démonstratifs, tout dans la mesure et la maîtrise : c’est la première impression qui se dégage de cet ancien couvent (bâti sous Henri IV). Conçu par l’artiste plasticien Alberto Bali, ami d’Alain Dutournier, le décor n’est que lignes épurées, presque minimalistes, et matériaux naturels, dans une veine contemporaine. Marquée par la générosité et les racines landaises du chef, la cuisine fait preuve de caractère et d’inventivité. Composées à la manière d'un triptyque, les assiettes ont l’art de valoriser l’authenticité du produit tout en sublimant le ""futile"". Quant à la cave, elle recèle de vrais trésors.","['Voiturier ', 'Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,48.8665355,2.3285637
886,La Falène Bleue,"Place de la Mairie, Lannepax, 32190, France", 18 - 45 EUR ," Cuisine française, Cuisine moderne ","Ils sont jeunes, mais ont déjà de belles années d'expérience : tels sont Fabien et Hélène, qui ont uni leurs deux prénoms pour créer cette Falène Bleue. Tout ici est simple et délicieux, des assiettes (basées sur des produits de circuits courts exclusivement) au décor, avec ses tableaux et objets chinés.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.8000127,0.2271728
887,Breizh Café - Le Marais,"109 rue Vieille-du-Temple, Paris, 75003, France", 25 - 38 EUR ,,"Après avoir conquis le Japon avec ses crêperies nouvelle mode (farines bio, bons produits), Bertrand Larcher a ramené en France des crêpiers nippons ! Ils défendent joliment le slogan maison : ""La crêpe autrement."" Un exemple ? La basquaise : asperges, tomate, chorizo, basilic et fromage fondu. Voilà qui ne tombe pas à plat !","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit Diners Club ']", +33 1 42 72 13 77, www.breizhcafe.com,48.8606700,2.3618996
888,Les Quatre Sergents,"49 rue Saint-Jean-du-Pérot, La Rochelle, 17000, France", 39 - 80 EUR , Cuisine traditionnelle ,"Un authentique jardin d'hiver, avec une élégante structure métallique, à deux pas du port : voilà qui est charmant... Le chef y cultive des plaisirs très naturels : produits locaux et bio, vins de petits viticulteurs indépendants (sans omettre les grands crus). L'espace Le Mess, situé au sommet de la verrière, est privatisable et doté d’un fourneau où le chef peut cuisiner un menu surprise devant quelques clients privilégiés.","['Accès handicapés ', 'Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.1562364,-1.1565734
889,Chai nous comme Chai vous,"1 rue de la Garde, La Flotte, 17630, France", 55 EUR , Cuisine traditionnelle ,"On se sent un peu comme chez soi dans ce restaurant de poche coquet et convivial. Au menu, une jolie cuisine de la mer, des vins bien choisis, une touche d'inventivité et de sympathiques petites attentions... Réservez !","['Accès handicapés ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,46.1870370,-1.3238980
890,Le Bistrot,"5 chemin de l'Étang-du-Moulin, Bonnétage, 25210, France", 24 - 54 EUR , Cuisine traditionnelle ,"Croûte forestière, entrecôte de veau, filet de truite, saucisse de Morteau : les produits et recettes de tradition sont au menu de cet agréable Bistrot, qui complète idéalement l'offre de restauration de l'Étang du Moulin. Une cuisine simple et bien réalisée : on en redemande !","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,47.1975824,6.7218532
891,Le Bistrot du Paradou,"57 avenue de la Vallée-des-Baux, Paradou, 13520, France", 55 - 60 EUR , Cuisine provençale ,"Cette maison aux volets bleus est une véritable institution locale. Aïoli, volaille de Bresse à la broche, tête de veau sauce ravigote et tartes maison : on y célèbre le répertoire provençal avec des plats généreux et goûteux, à dévorer dans une ambiance joyeuse et bon enfant. Attention, menu unique !","['Accès handicapés ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 4 90 54 32 70," Dates de fermetureFermé : 19 décembre-4 janvier, lundi, dimanche",43.7202400,4.7846010
892,Les Saisons Gourmandes,"Place des Tilleuls, Saint-Pierre-de-Jards, 36260, France",,,"Avec ses poutres peintes en ""bleu berrichon"", l'endroit est éminemment sympathique et la gourmandise y est au rendez-vous, sous l'égide du chef qui puise son inspiration dans la tradition et les beaux produits... ainsi ce foie gras poché au Reuilly ou ce pigeon cuit au foin. Aux beaux jours, réservez une table en terrasse.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.0978048,1.9666647
893,Villa Saint-Antoine,"8 rue Saint-Antoine, Clisson, 44190, France", 20 - 50 EUR , Cuisine moderne ,"Le point fort de l'ancienne filature des bords de Sèvre nantaise ? La belle terrasse au bord de l'eau, qui dévoile une vue superbe sur le château de Clisson. La partition du chef, goûteuse et particulièrement soignée, se révèle en parfaite harmonie avec la géographie des lieux.","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 2 40 85 46 46, www.hotel-villa-saint-antoine.com,47.0870879,-1.2787088
894,À l'Ami Fritz,"8 rue des Châteaux, Ottrott, 67530, France", 36 - 75 EUR , Cuisine alsacienne ,"M. Fritz, c’est le chef-patron, mais l'enseigne fait aussi référence au roman d'Erckmann et Chatrian (1854), dont le héros sacrifie tout à la bonne chère. Un sacré patronage pour une cuisine alsacienne bien exécutée, dans un décor qui porte également haut le charme de la région.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Ascenseur ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.4568412,7.4229151
895,Pic,"285 avenue Victor-Hugo, Valence, 26000, France",,,"La Maison Pic, dans la Drôme, c’est d’abord une atmosphère particulière. Salle tamisée, où la lumière n’éclaire que l’assiette ; créations florales ; moquette épaisse qui suspend le pas de la brigade, mixte, en tenue classique. Ici, on sert à l’ancienne, à l'assiette clochée en porcelaine… On retrouve dans l'assiette les sublimes obsessions – culte du Japon, souci de l’assemblage inédit – de celle que l’on a surnommé ""la funambule des saveurs"". Le baba aux agrumes et sa mousse de safran, signé Eric Verbauwhede, poursuit la délicieuse harmonie voulue par l'inspiratrice en chef. Membre du club très fermé des femmes trois étoiles, très engagée, Anne-Sophie Pic dirige aujourd'hui la fondation ""Donnons du goût à l’enfance"". Au-delà de son talent débordant, un indispensable symbole.","['Accès handicapés ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Garage ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,44.9177848,4.8854965
896,Les Bas-Rupts,"181 route de la Bresse, les Bas-Rupts, Gérardmer, 88400, France",,,La table des Bas-Rupts est le lieu idéal pour apprécier une cuisine classique revisitée. Superbe carte des vins.,"['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.0511366,6.8654336
897,L'Auberge de la Pomme,"44 route de l'Eure, Pont-de-l'Arche, 27340, France",,,"Un nom hautement normand, une façade à colombages typique de la région... mais l'image d'Épinal s'arrête là ! La maison cache un décor très contemporain, et des assiettes qui mettent bien en valeur les producteurs locaux.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,49.3031618,1.1781719
